0,操 我发现身高矮 有的还带眼镜的男人都她妈巨傻逼 特别给脸不要脸 还都巨小心眼 怪不得你们都个矮呢 还她妈没媳妇 每天只能回家对着毛片满足自己的生理需求 [怒] 我不得不送你们呀一个名字就是 傻逼
0,[怒] //@俞晓群：回复@北京杨小洲:哈哈，好狠毒的小洲兄。 //@北京杨小洲:拿破仑的失败之处就是忘记干掉俞晓群
1,[哈哈][爱你]爱死了
1,@春雷星座王子  //@我:?????? //@张亮vv:[哈哈][哈哈]//@半步文松--LF: [玫瑰]烽火俏佳人，情深不着痕。支持~[玫瑰]
1,回复@24K庚金:人生路漫漫…与吃为伴是最好的选择。 //@24K庚金:冷无可忍，今晚若不去@风林火山私家牛板筋火锅 吃个火锅，人生简直失去意义[嘻嘻]
0,去你妈的交Jung //@黄晶angela:无语 // @小么司 ://  @夏兔兔兔兔  : 都别上学上班了，路上走的都是交jin //  @thewindwind  ://   @坏皮皮M   ：[怒] //   @薛蛮子   : //   @摄影师丁子   :这社会有多奇怪!!!//    @查立    ：愤怒转发。
0,最爱的影片，最美的容颜。 //@主持人王馨悦:曾在少女时代，幻想过自己是＂茜茜公主＂！[泪][蜡烛]
1,[嘻嘻]//@今儿儿儿:转发微博
1,Repossi...哇卡卡...还要定制得赶快哦...[围观][威武][浮云][酷][鼓掌][鼓掌][鼓掌]???... 我在:http://t.cn/zHdU9Gu
1,[给力][马到成功][发红包]//@屈江雨霏: [哈哈]春暖花开时，请到我的家乡婺源来！//@追风看今朝:婺源美景，赏心悦目。//@水墨婺源: [给力][鼓掌][围观]//@RMDaisy: 回去往婺源路过好了。。。 //@江西日报:中国最美的乡村，山美水美，景秀人更美！秀美江西，欢迎你！[心]
1,相比于应试教育的课堂，这样的课堂，这样的交流，是多么美好。孩童的童真、快乐和天马行空得以肆意地展现。[鼓掌]//@八士巷: 我爱孩子；孩子爱诗；诗爱自然和人类。//@南方分级阅读研究中心:规模越来越大，喜欢儿童诗的人越来越多。
1,#寻觅身边的味好美# 我买的新奥尔良烤翅调料以及烤好滴鸡翅，来尝尝吧，美味无比！@味好美创意厨房 @贝太厨房  期待新春福袋！[爱你][爱你][爱你]
0,133块[抓狂]好贵，我小时候种西红柿，这么多就一两块钱
0,[晕] //@兵通社: #兵关注#
0,“为什么每次我都会被骗？”“什么骗不骗的嘛，我不骗你就行了。”[泪]
1,[威武] 这事儿整的[汗]  //@羊浪花:[哈哈]  //@丛松:[奥特曼] 有点意思~~
0,[悲伤][悲伤][悲伤][心]???
1,Hello。[爱你]
0,"【出门背大包，心理负担重】据生命时报,香港大学和新加坡国立大学联合完成的一项研究，对人们携带的购物袋、背包大小与心理压力、焦虑程度、舒适度等进行调查。结果发现，与""轻装上任""的人相比，拿大购物袋或背包的人，心理压力明显较大、焦虑程度较高，甚至相互间交谈的话题也更为沉重[衰]"
1,今天你愚人了么？还是被人愚了？[嘻嘻]#愚人节总得干点什么#
1,回复@活鱼023:俏江南的问题，实际上是出在内部吧？ //@活鱼023:回复@沣之道杨铁锋:自降身价，菜品价格下调30%；重促销却不练内功；下一条你说[哈哈] //@活鱼023:促销方式也是失败的
0,真巧，这都能遇上，可惜一个都不认识，没法蹭机组车回南山了。[泪]
0,[晕] 这个是Rain最新造型吗？
0,costa超大杯害死人，中午到现在一直不舒服，什么辗转睡不着觉，起床看电视烦[泪][泪][泪]尼玛以后再不喝超大杯坑爹呀[怒][怒]
0,//@格小姐Katie: 拐卖孩子的诛九族[抓狂]
1,几天来刷机数十，上瘾了[哈哈]现改行专治手机疑难杂症，需我帮忙者速来。
1,【夜间雾气缭绕并转阵雨 明天雨转薄云迎佳节】18日17时北京气象信息：今夜雾气缭绕京城，最低气温18℃，后半夜到明天上午有阵雨，雨量不大，午后转多云，最高气温26℃。明天是中国的传统节日中秋佳节，雨雾会对明天上午的交通带来不利影响，注意出行安全；预计明夜多云转晴，适宜人们户外赏月。[鼓掌]
1,宝贝你是最棒的，新年带给大家这样大的开心！[太开心][赞]加油！[耶][耶][鲜花][鲜花]
1,[呵呵][话筒]//@shadow系奥特曼: @被屎爸看到微博名现惊恐万分 凡高摄影的。[爱你]连亚航都帮她卖晒广告甘
1,好消息，我的首页“可能感兴趣的人”升级了，在这里可以方便准确的找到你感兴趣的圈中好友。其中包括：与你拥有较多共同好友(即：互相关注)的人，以及你关注的人感兴趣的人。快来试试吧！[嘻嘻] http://weibo.com/invite/popularity.php
1,[爱你] //@杭州新华书店解放路店:就是明天[爱你][爱你] //@杭州新华书店解放路店:期待[爱你][爱你] //@杭州吃喝玩乐排行榜:11月3日，解放路购书中心举办 “道听途说真好玩--张译《不靠谱的演员都爱说如果》签售会” 张译强势回归，10点空降杭州！希望有零距离接触的你，千万不要错过！[嘻嘻]
1,游老大生快[鼓掌]那什么什么的心你懂的！金龟婿亲要加油嗷！
1,我的最爱[爱你]//@G树嘉:哦！帅！[酷]
1,第五张的眼神太迷离了[哈哈]
1,Foodies...[嘻嘻]
1,回复@?做?DI?血男青年:是的 如果酒店客房允许的情况下，我们会为您免费升级的。 //@?做?DI?血男青年:回复@天津海河英迪格酒店Indigo:意思就是有待遇[可爱][可爱]
0,刚去北京找不到正经工作，去思纬市场咨询公司做兼职访问员，一个月大概800。//@来去之间:大三给联想兼职测试WINCE，一月400[晕] //@amanda730:大一的时候当国际会议的会场助理，1小时150 //@山民主义7seeds:大二画插图一张60元，两百张，画了三本书//@小天天:兼职做网站。。。1.5k还是5k来着。。。
0,想去看电影，想看一部记忆中的电影，想看那么一种感觉[伤心]
0,[晕] //@小风高尔夫:终于明白全运会高尔夫项目为什么门票要2000块了，因为一堆丑事不敢拿出来给大家看呀……平叔，让你的微博飞起来吧！
1,回复@田晓鹏ok:[嘻嘻] 好男人~~ //@田晓鹏ok:我断然猜测是帮助某个mm修的 //@曾老师的生涯小厨:好辛苦[good]
0,#Loli厨房出品#今日早餐，肉汤素面。作为厨娘，一物多用是基础技能，柴米油盐贵，持家不易阿[抓狂] 好眼力的看官能发现，这红汤底是昨日炖狮子头的肉汤[馋嘴]因为是放了冰糖的，所以今天配了微甜的南瓜片，味道相宜色泽又亮丽。再加上鸡毛菜，鸡蛋，稍许雪菜笋丝的点缀。早上一碗，暖胃暖身出门不怕冷
0,太可怜了~@直播五十分 帮忙找找吧，这是个新闻啊，捡到狗狗却找不到主人//@FM94赵巍: [悲伤] //@主持人阿桑:@私享家咖啡屋 @FM94赵巍 @fm94晶晶 @FM94青春 @小丸子的私密生活
1,"好诗[赞]//@黄记煌-黄耕: 一不留神错个字,下次喝酒罚三杯。改天再来[鼓掌][鼓掌]//@朱坤岭:三叶焖锅没吃够，两柄烟斗对嘴抽！[酷] @黄记煌-黄耕"
1,[哈哈][威武][鼓掌]//@败家工兵: @暹罗象泰餐 快送快送！38块的沙拉。。。是不是发一条送一份？我把之前发过的全找出来。。。哈哈哈！[哈哈][哈哈][哈哈][哈哈][嘻嘻][嘻嘻][嘻嘻][嘻嘻]
1,#音乐第一咖#直播间：男女大PK之【男主外，女主内，你怎么想？】纸条平台&微博留言，我们一起聊聊~走着！[哈哈]
0,[泪]//@和菜头:右边，你赢了。//@心动感男孩: 我的城在胃里//@阿布丁C:真可惜……//@和菜头: 你们的城，在地上；我的城，在墙上。//@宁财神: 那些年，我们浪费的一座城！
1,参加、参加[哈哈] //@刘成城:我是没机会参加啦。。。。推荐 //@张向东: 广州深圳珠海，南中国的移动互联网诸英雄，大家一起来聊聊@李韩 @王颖奇 @陈格雷 @高翔 @Hinnywong @傅盛 @刘成城 @黎文的平行宇宙 @骆兰空间 @麦涛e
0,"拿什么拯救我们啊?//@菁制美食:早就听说过中国奶业的最大问题不是三氯xx,而是抗生素的滥用。包括蜂农养蜂也喂蜜蜂抗生素。[衰]"
1,恩 就是没有乔家大院宣传包装做的好一些 一部电视剧 路人皆知，希望这一部纪录片能让大家认识一个不一样的康百万！！ //@琉影间:回复@王红甫:[哈哈]确实比乔家大院还大，里面摆放的东西都是文物啊 //@王红甫:这个地方 据说是比乔家大院还有看点 一直没有机会去 好好看下[嘻嘻]
0,想起小时候我爷爷老的走不动时给我说的一句话我现在还记得特别清楚：要是能出去走走就好了。因当时小，有心扶爷爷出去可没力气，也没告诉父母，至今想起还觉得心痛。我愿意给老人伍佰块钱资助她到街上走走！请有影响力的 @钢子 大哥帮忙。@一个菜根的奋斗史 兄弟关注！谢谢！ //@这不是历史:[泪]
1,通过学习，形象改变了，也自信了很多，自然就年轻了！[哈哈]
1,"你送我呗。别砸了，破坏东西不好。[哈哈]//@oldtony叶航: 据说上海也是啊,可是,我开始有些讨厌苹果了,哪天把我的苹果全部砸烂,有响应的我们一起砸啊!!!//@依珂: 谁能告诉我一下，苹果到底有多好？//@可乐好: 至于么？//@徐腾飞:畸形的社会，为了部电话都疯了，不可理喻！"
1,欢迎Kevin老师入住#Dusit Thani Maldives#，有没有度假美肤心得传授给我们呢[嘻嘻][嘻嘻][爱你][爱你]
1,shopping day[哈哈]我们这种在大西北的人们一年就买一次的~
0,饭冷了，啃螃蟹算了[晕]
0,老师来了你也不叫我@渠小米儿 ！上课睡觉被老师逮个正着，好?[抓狂][哼][衰]
0,这。。。那么那么深[泪][泪][泪]那。。。[衰]
0,回复@SuperGirl_苗小慧:[可爱][哈哈] //@SuperGirl_苗小慧:没事瞎艾特啥！跟我有啥关系么？？我是女明星？你又不是不知道我立志做大房，绝不当小的。[哼]交上你我就没谨慎……死鬼，等哪天爆你个料。[打哈欠] //@嗨辣老孙:又一个，[抓狂]吕叔英明！[威武]俺脚着这个该叫英明哥！[嘻嘻]
1,#等谁主鱼# 这个夏天，比水煮鱼更麻辣、更劲爆、更带劲儿的，那必须是打鱼重磅推出的全民参与活动“等谁主鱼”。有木有想过，如果，给你一个机会，反客为主，让你来主导《打鱼晒网》，你会让节目变成什么样？发挥你的想象，施展你的才艺，Come on北鼻！[鼓掌][鼓掌]报名表下载：http://t.cn/zQ3pQ6w
0,@杜老爷01 [泪]
0,宝子你哭了么//@Halona陆宝: //@流年似水l: [泪]
1,这个可以考虑！[嘻嘻]//@游局网:[馋嘴]游小编们表示要求快递回来大家一起尝尝。。[馋嘴]
1,[鼓掌][鼓掌]//@弹指间行摄:[亲亲]谢谢小编分享！
1,身未动，心已远，图书馆才是你永远的家啊！[哈哈]
1,?～～?把他怎?了？煮了?是烤了？ //@李明依emi:回复 @KwanChiu:?好?好?~?照片一??就?！[哈哈]?? //@KwanChiu:麻?了～～?小威力手下留情喔～[握手]
0,伦敦全方位秒杀一切地球城市。//@北京乌鸦嘴: 布拉格，巴塞罗那！可去全了又怎样？//@佳姐的猜想:维也纳和檀香山，加油！ //@灰锅L:还差三个 //@晶Sabrina:只去过一半[泪]
1,@我是奥特曼?Ss 感觉很像你的样子，哈哈//@樱桃昕就是张昕: 正穿着睡裙满屋子得瑟呢[偷笑] //@倪舞?:哈哈。。。//@何辉_传媒大学:为南方鸣不平啊[抓狂]//@经典丶微小说: 太形象了！[哈哈]
0,眼看芝加哥的国际航班就要飞了...我却还在堪萨斯机场...说什么好呢...已经老了 非常淡定...[衰][神马][浮云]
1,//@沈逸:当美国和欧盟都没有现钱，俄罗斯有钱乌克兰不敢拿的时候，缺钱的乌克兰能够找谁要钱呢？虽然嘴炮党成事不足，但对潜在大金主的判定，至少和嘴上功夫一样厉害的呀 //@?心潮澎湃?:中国都投了弃权，乌克兰还亲热的说理解理解[哈哈] //@沈逸:重新去看看马歇尔计划，只能说美国真的是衰落了
1,嘿，这么热闹，还让我免费送画？该送花成么？ //@杨晓燕: 回复@Ms_Heart: 哈哈！[耶] //@Ms_Heart:回复@杨晓燕:杨总终身量身定制作品，公司随要随画，花间堂免费送画~ //@杨晓燕:回复@清风逐尘刘秀焰:[哈哈][害羞] 开心哦！隆重推出画家 @Ms_He
1,[鼓掌][神马]
0,//@武内树_LK:汗和奥康纳???汗照剧情死了???奥康纳真的死了???[泪]
0,我这个白痴，看错登机区域，跑了大半个候机区，差点飞不了[泪]
1,没事没事。等待新剧出炉[爱你][爱你][good][good]
0,灰灰生病了[泪][泪][泪]
1,//@Cherishlinlin: [嘻嘻] //@麦云根521://@核桃是那个核桃: 可爱的叫兽 //@大米不是大米饭:好羡慕这种会弄手绘漫画的人，喜欢谁就画一堆贴满整面墙！//@我们都爱重口味:手绘《来自星星的你》金秀贤Q图&表情[可怜]，都叫兽要被玩坏了呀~~~[熊猫][花心][嘘] #叫兽辉京谁更有钱#
1,这个人就是俺嘛[哈哈]//@BYLING巴伶婚纱: 右下角男士...那个熟悉的红衣服和手链，这个先生是谁呢[疑问]@吕一品718
1,[鼓掌][鼓掌][鼓掌][花心][钱][钱][爱你]
0,[悠闲][抓狂]又吃“葵花鸡骨架”和“香滑黄埔蛋”。正！
0,[晕][汗][吃惊] //@杰克波比:QAQ//@进击的巨人官网:QAQ//@赶着毛驴去纽约: QAQ //@笔寞:QAQ//@袁删姗: QAQ//@一只学?: QAQ//@让你变幽默: QAQ
0,卖萌着陪我睡觉可还行，[心]你也终于快长大成猫了，不再是小煤球了，真舍不得。[泪]
1,@U28足球队 两位中后卫夫人之一，红衣问：“@??兔拉拉 怎么样了？什么时候生？男孩儿女孩儿？”我：“大年三十儿住院待产，女娃娃[嘻嘻]”红： “哟！怎么知道的？”我：“照彩超...”中后卫夫人之二，扭身灰蓝衣@qiqi-stella ：“哟！连名儿都起好啦？赵彩超？挺好听的，但怎么姓赵啊？”我[抓狂]
1,虽然送的比较晚，但是新出炉热乎嗒！秘制喷香烤鸡肉大装有些孤独，自己搭配泡菜[嘻嘻]嘿~泡菜烤鸡比萨味道好极啦！[赞]
1,"//@BIGROCCO: I would like to take ""Binge"" out of my vocabulary and life! [哈哈]"
0,Tバックのキティちゃん？清?派だと思ったのにぃ[泪]
0,?........你的意思是.....我之前?我不喝咖啡的！[失望]
0,我说我最近牙疼好些了呢[泪]奶奶的！//@老沉: 转发微博
1,回复@烟沽野鹤: 那个夫复何言也不熟悉啊！[怒][哈哈]//@烟沽野鹤:回复@好书吧-老板的娘:谁说不见了啊，俺还不太熟悉微博这玩意儿，所以上来的少哈！
0,@刘峥 额，周末又要长肉了[泪] http://t.cn/zWcZWD0
0,回复@山东卫视李庆宇:要买！一定要买！奶奶滴！我要疯了！[抓狂]照着一万块钱滴左右买！到时跟我去选个！领导在不？千万别再催我了！不说了，我得赶紧开写了。今晚是个不眠夜！ //@山东卫视李庆宇:回复@山东卫视术庆:我操 我觉得等这期片子一晚最重要的就是先去买个超级本
0,同病……//@大袖遮天: 我记得住名字记不住脸…… //@千重雪:我也病了~ //@丫丫爱苏爱招财: 一直在病着啊[泪] //@90后波蜜通心粉只爱一位60后大叔:好吧 我只记得住人脸记不住名字[?] //@译夜有风: 原来这是一种病 //@曦幽仙速度滚去轮回吧: 。。。。。。 //@凤凰鱼妹妹:。。。我这病都病入膏肓了
1,今天跟你说：感恩节快乐！[蛋糕][鲜花][花][咖啡][酒壶][酒][茶][阳光][爱心传递][心][巧克力][亲亲][抱抱][可爱][爱你][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕][蛋糕]
0,回复@邵雪云golf:不是去????[哈哈] //@邵雪云golf:师兄，你把我给拉下了[泪][泪] //@蚝爷:带着 秘制金蚝皇，广州找酒配，有的举手，沙面一号见
0,回复@龙云飞-cq:不准吧! //@龙云飞-cq:忘了@陈妍 你懂滴哈[哈哈] //@龙云飞-cq:发过一次，再见再转。@花非花2013 @谢小嘤  //@倚蓝2012: [泪][泪][泪]
0,[抓狂] //@蛀?momo：@恶魔球球 黑天使。。。[鼓掌] //@我们都爱重口味：想当天使的人，没人阻止的了[汗]
1,@come活色生香go 杂志已收到 非常感谢[可爱]
1,[威武]//@染香姐姐: 想想确实如此。//@格洛里亚徐: 好像康熙和吴三桂在成都租界抢王县太爷是么？ //@仆固-怀恩:[哈哈] //@叶克飞:这是我今天看到的最有爱的微博啦。哈哈
1,#新品上架哦#[笑哈哈]即是触控笔之余，还是随身圆珠笔！一笔两用省空间易携带！还有耳机塞功能~~~一个价格三个用法，还不够满足？！[哈哈]//@晓白de世界: 我也很喜欢，而且在用，哈哈[偷笑]//@方松晴焕:好可爱啊[花心]我喜欢
1,回复@秦庆瑞:[咖啡] //@秦庆瑞:恩，多谢关心，呵呵，洗完热水澡了，舒服啊！[哈哈] //@还没睡醒的龙:赶紧洗个澡，别着凉感冒了！
1,【城市之音四川台FM102.6】城市之音 #2013校园迎新#第九站@西华大学官方微博 。听完串烧《爱的故事》，再欣赏一段《海底总动员》的原音再现，更有现场近景魔术！节目真赞！[鼓掌]@西华大学广播台
0,回复@乌镇西栅台客栈--阿麦:征求店员！处理点单、接待、料理等工作的店员！有兴趣的火速来报名[兔子]乌镇西栅景区内台客栈台湾小吃 //@乌镇西栅台客栈--阿麦:专业的我都快找不着北了[晕] //@乌镇刀哥:乌镇台客栈WANTED！客户关系处理与维护管理师！台湾美食研究所研究及操作员！[兔子]
0,啊，不告诉我，我9点就来了，我的停车费[泪]//@狮子座申海涛: 北分周末加班10点到 //@微博爱厨房:回复 @BobbyV :还真被忽悠过，有一次周日来了，20几个人，我一天就接了一个无关紧要的电话，坐那打了一天盹，又倒休一天，我也不开心，公司也不开心。 //
1,太可爱了 //@海小龙TimeOut:[哈哈] 喝一块钱的好不好//@北京吕辉:哈哈，这个可以有。[呵呵]
1,看起来像是百度和谷歌对掌之后，百度就医时拍下来的。 //@朱君-Jason:好像骨折了的样子…[哈哈] //@Iconfans:咩哈哈哈哈！这才是真正的X光，这是谁家的掌啊？
1,回复@摄影_瑜伽导师_芊树:战术，一切都是战术，哈哈 //@摄影_瑜伽导师_芊树:回复@还没睡醒的龙:[哈哈]
1,嘻嘻，谢谢亲一如既往的支持，好运就会悄悄的降临哦[爱你]
0,[泪] 还能说什么呢？这样的爱情值得祝福~
1,好可爱的名字[可爱]
0,[泪] //@福气啦LL恩恩:真心酸。。垃圾主人不配拥有贝贝这样懂事的孩子。
0,在吉野家的地上发现一只悠闲的大蟑螂[汗][晕][生病]
1,#我的美食日记#非常可爱[心]的维尼芒果芝士流心蛋糕@小金私房蛋糕 大块的芒果，清新的芝士融入了芒果泥在口中慢慢的融化开了.......天然健康的食材、低甜度而完全不腻让人禁不住一扫而光[爱你][赞]@Style-Cafe @美食美刻
1,#无国界万花筒#远在不列颠北部的苏格兰人在新年午夜来临后，会歌唱诗人彭斯所作的《友谊地久天长》，新年造访主人家的第一位客人叫“第一只脚”，“第一只脚”应该是具有一头深色头发的男性，而且他应该象征性地带一些煤、牛油甜酥饼、盐、黑色的小圆面包和威士忌，这样主人才会有好运噢[哈哈]
1,世上本没有什么大不了的事情，结束意味着开始，风雨意味着彩虹~~by the way我要去住~~[鼓掌]
1,我有一小桶哪[哈哈]
0,//@宁财神: [怒][怒][怒]
1,回覆@东林顾晓绿:?心?啥？以後用毛??你?。想?年，我??我的作者北塔兄刻?名印呢。 //@东林顾晓绿:回复@编辑郭强:伤心了 //@东林顾晓绿:那么给我寄的样书里面写信了么？ //@编辑郭强: ?兄??也收藏啊？早知全用繁??你?了[哈哈] //@导演刘猛: 祝贺
1,帅哥[嘻嘻]//@琳家有女初长成: 意大利男模队[酷][酷][酷]这届欧洲杯阵容整体质量有所下降啊 @曼联baby @赵晨Kevin7 出机场图了
0,谁能告诉我为什么我家里门窗关的好好的早上七点半卧室里会有一只鸟在飞！？？？吓死我了，一共那么大点卧室，它不停扑腾…?我盖着偷摸开了窗它也没找到出口，难道它还不想走？到底怎么回事？我怎么办？贼害怕！是报喜鸟还是急眼的家雀？茄丁保护我！！[抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂]
1,有木有顺便想想小枣呀[可爱]
0,从早上到现在，头一直是昏昏沉沉的。昨晚回家的时候，我还在翻祖祖的照片给周贱贱看，然后就接到电话说祖祖病重，要做好心理准备。我从不信鬼神，这一次却觉得冥冥之中是有什么联系的。[泪]
0,回复@新西兰王熊猫:熊猫一定要摆好pose大家要围观拍照[偷笑] //@新西兰王熊猫:[衰]都来围观熊猫，我准备收门票了～
0,回复@360手机卫士客服:卡还没补办，短信也还没收到。天，360比110还周到[悲伤] //@360手机卫士客服:亲，不要着急，现在您丢失的手机sim卡补办了吗？安全号码有没有收到对方的换卡短信？
1,受教啦！多多学习！养生之道！同居中。[哈哈][爱你]
0,该措施显然不力[怒] //@历史迷思:转发微博
1,主要是网友的评论把我给笑翻了，看一个笑一个[哈哈]
1,[太开心]果断马克回家实习之~
1,加油[嘻嘻]//@相声演员周鹏飞://@嘻哈当家主持小宝:要买票，找小宝！[嘻嘻] //@嘻哈包袱铺官方微博:金霏曦比专场就在6月14日朝阳9剧场，买票找@嘻哈当家主持小宝
0,明天是又要上班了?！！????好吧[委屈][悲伤]
0,"我还没去过云南和四川[抓狂] //@盘丝大仙:哇~~ //@阿雅:好的?景,?需他?求～[太?]"
1,[哈哈]//@胡斌09: [哈哈][哈哈]
0,礼物买少了，不够分[泪]
1,[哈哈]//@panzerbest://@绚丽在于经历:哈哈 //@石头-包括钻石:[哈哈]报上你的经纬度//@north73: [哈哈] //@老榕:中文太烦了哈哈
0,没我 //@火狐传媒-老李:我呀白了羊了//@燕赵贾俊秋:我最可能是富婆[鼓掌]钱，来呀[酷] //@大妈时代1980: 奶奶的，我啥时能成富婆？[泪]不准嘛[挖鼻屎]
0,[泪]下辈子若是女孩纸就算不读大学也不学理，更不学那坑娘的数学类的 //@arrcmis:[泪流满面]往事休要再提。。我要变身文科女生！！[偷笑] //@sunshiny韩蕊: 果然是精辟呀，理科女生[泪流满面] //@味小精小蟹: 理科女生！ //@实用小百科: 有梦想，一起二！
1,回复@深秋小晔:[悲伤] //@深秋小晔:我有手机拍的，不过还不错哦[哈哈]
0,无语了[怒] //@王利芬:天！我也要买牙膏回来！ //@何刚:羞愧！前一阵去美国出差忘带牙膏，在当地买了新的，没有泡沫，口味大异，刷后清新，就悄悄带回国，没好意思说。原来差别巨大！
1,#中国好味道##吃货最爱的餐厅#天津榜单：青年餐厅夺冠[给力][din厉害]易宴位居第四[din赞好]非常感谢大家的肯定与支持！我们会努力为顾客 为大家做的更好！青年餐厅有你们我们很幸福！[太开心][心][可爱]
0,完，好像中招了[汗]喷嚏鼻涕咳嗽[抓狂]
1,[给力]//@汉拿山集团: 来一盘才过瘾嘛~[哈哈][哈哈]
0,坑爹的百度地图啊！百度一下从双龙到手帕口桥的公交线路，居然建议乘坐k102次列车，把我发往浙江，去趟手帕口桥全程25小时[泪]。
1,你在这个位置上过课么。[哈哈]（转）
1,让中国女性可以更美！我们任重道远！[拳头]//@丰台教育工会: 加油//@静老师: 加油！[鼓掌] @形象顾问_颖子 形象改变你我，形象改变中国！
1,好基友，一辈子！最近这些男人都咋了[疑问]你俩能再肉麻煽情抖肉一点儿不？[偷笑]@王宝强 你看看，老徐要抛弃你了[哈哈][偷笑]//@黄渤:在我心中你是该飞翔的！下次我来做放飞的人好不？[偷笑] //@徐峥:黄脖老师，请问徐筝是谁啊？
